nome;idhm;idhmr;idhme;idhml
Bastos (SP);0.751;0.848;0.718;0.696
Guarujá (SP);0.751;0.854;0.679;0.729
Porto Ferreira (SP);0.751;0.827;0.696;0.736
Ubatuba (SP);0.751;0.841;0.679;0.741
Rancharia (SP);0.751;0.861;0.683;0.72
Mirandópolis (SP);0.751;0.869;0.665;0.732
Guaxupé (MG);0.751;0.88;0.659;0.729
Sertão (RS);0.751;0.837;0.678;0.746
Cataguases (MG);0.751;0.861;0.685;0.718
Sales (SP);0.751;0.859;0.697;0.708
Tapiratiba (SP);0.751;0.87;0.692;0.703
Osório (RS);0.751;0.853;0.646;0.769
Guaraciaba (SC);0.751;0.871;0.646;0.754
Catiguá (SP);0.751;0.852;0.676;0.734
Teresina (PI);0.751;0.82;0.707;0.731
Foz do Iguaçu (PR);0.751;0.858;0.661;0.748
Cambuí (MG);0.751;0.872;0.674;0.722
Mandaguari (PR);0.751;0.84;0.689;0.732
Turiúba (SP);0.751;0.824;0.721;0.713
Américo Brasiliense (SP);0.751;0.852;0.701;0.709
Feliz (RS);0.75;0.847;0.658;0.758
Bom Despacho (MG);0.75;0.861;0.661;0.742
Cruz Alta (RS);0.75;0.858;0.653;0.754
Paranaguá (PR);0.75;0.852;0.676;0.733
Canoas (RS);0.75;0.864;0.636;0.768
Capivari (SP);0.75;0.848;0.669;0.744
Bariri (SP);0.75;0.867;0.662;0.736
Campo Verde (MT);0.75;0.834;0.67;0.755
Água Santa (RS);0.75;0.85;0.59;0.84
São João do Pau D'Alho (SP);0.75;0.854;0.692;0.714
Presidente Epitácio (SP);0.75;0.845;0.7;0.714
Rio Grande da Serra (SP);0.749;0.823;0.745;0.684
Embu-Guaçu (SP);0.749;0.834;0.708;0.713
União Paulista (SP);0.749;0.863;0.699;0.697
Oscar Bressane (SP);0.749;0.823;0.715;0.713
São Lourenço do Oeste (SC);0.749;0.807;0.695;0.748
Carapicuíba (SP);0.749;0.842;0.693;0.721
Xavantina (SC);0.749;0.861;0.632;0.772
Betim (MG);0.749;0.864;0.687;0.709
Terra Roxa (SP);0.749;0.838;0.684;0.732
Artur Nogueira (SP);0.749;0.827;0.681;0.745
Peruíbe (SP);0.749;0.854;0.675;0.73
Pirajuí (SP);0.749;0.853;0.672;0.734
Arcos (MG);0.749;0.874;0.671;0.717
Antônio Carlos (SC);0.749;0.89;0.615;0.768
Harmonia (RS);0.749;0.841;0.668;0.748
Paraíso (SP);0.749;0.837;0.668;0.751
Pareci Novo (RS);0.749;0.852;0.668;0.738
Campos do Jordão (SP);0.749;0.852;0.648;0.761
Laurentino (SC);0.749;0.855;0.662;0.742
Linha Nova (RS);0.749;0.846;0.662;0.751
Ipuã (SP);0.749;0.848;0.654;0.759
Miraselva (PR);0.748;0.854;0.707;0.694
Duartina (SP);0.748;0.837;0.698;0.716
São João de Iracema (SP);0.748;0.833;0.738;0.682
Mondaí (SC);0.748;0.875;0.657;0.728
Taquaritinga (SP);0.748;0.827;0.696;0.727
Apucarana (PR);0.748;0.845;0.668;0.741
São João do Polêsine (RS);0.748;0.847;0.661;0.748
Ituporanga (SC);0.748;0.876;0.638;0.749
Tanabi (SP);0.748;0.829;0.687;0.735
Barra do Garças (MT);0.748;0.817;0.693;0.738
Cafelândia (PR);0.748;0.835;0.692;0.723
Canela (RS);0.748;0.849;0.667;0.738
Cabedelo (PB);0.748;0.822;0.651;0.782
Nova Trento (SC);0.748;0.891;0.628;0.749
Arapongas (PR);0.748;0.834;0.669;0.751
Barão (RS);0.748;0.836;0.652;0.767
Cândido Mota (SP);0.747;0.845;0.704;0.701
Confins (MG);0.747;0.83;0.711;0.706
Cordilheira Alta (SC);0.747;0.855;0.662;0.735
Tucunduva (RS);0.747;0.816;0.682;0.748
Iturama (MG);0.747;0.848;0.674;0.73
Condor (RS);0.747;0.852;0.666;0.735
Dourados (MS);0.747;0.843;0.657;0.753
Nova Aurora (GO);0.747;0.849;0.697;0.703
Jandaia do Sul (PR);0.747;0.801;0.703;0.741
Ouvidor (GO);0.747;0.83;0.697;0.721
Governador Celso Ramos (SC);0.747;0.87;0.651;0.737
Alto Alegre (RS);0.747;0.859;0.642;0.756
Sud Mennucci (SP);0.747;0.809;0.694;0.743
Brumadinho (MG);0.747;0.857;0.639;0.761
Sananduva (RS);0.747;0.843;0.647;0.764
Novo Hamburgo (RS);0.747;0.852;0.629;0.778
Charqueadas (RS);0.747;0.87;0.659;0.726
Teutônia (RS);0.747;0.855;0.65;0.751
Elisiário (SP);0.747;0.825;0.712;0.711
Floreal (SP);0.747;0.808;0.726;0.71
Nova Bassano (RS);0.747;0.849;0.632;0.778
Ribeirão do Sul (SP);0.747;0.818;0.676;0.753
Astorga (PR);0.747;0.818;0.675;0.754
Potirendaba (SP);0.747;0.857;0.661;0.737
Ibitinga (SP);0.747;0.846;0.667;0.738
General Salgado (SP);0.747;0.808;0.702;0.734
Pato Bragado (PR);0.747;0.807;0.694;0.745
Tapera (RS);0.747;0.835;0.672;0.743
São José do Inhacorá (RS);0.747;0.822;0.702;0.723
Paraíso do Norte (PR);0.746;0.825;0.668;0.752
Itambé (PR);0.746;0.854;0.703;0.691
Capitão (RS);0.746;0.842;0.661;0.747
Getúlio Vargas (RS);0.746;0.843;0.658;0.747
Mato Leitão (RS);0.746;0.853;0.676;0.721
Bady Bassitt (SP);0.746;0.805;0.701;0.737
Bom Princípio (RS);0.746;0.836;0.661;0.751
Muçum (RS);0.746;0.84;0.654;0.757
Coqueiros do Sul (RS);0.746;0.84;0.614;0.806
Palmital (SP);0.746;0.814;0.702;0.727
Urânia (SP);0.746;0.804;0.709;0.727
Colatina (ES);0.746;0.841;0.668;0.738
Balneário Arroio do Silva (SC);0.746;0.858;0.642;0.753
Doutor Camargo (PR);0.746;0.839;0.702;0.704
Borá (SP);0.746;0.863;0.675;0.712
Nuporanga (SP);0.746;0.866;0.656;0.73
Santa Tereza (RS);0.746;0.853;0.637;0.765
Valparaíso de Goiás (GO);0.746;0.815;0.695;0.733
Cachoeiro de Itapemirim (ES);0.746;0.837;0.677;0.733
Belém (PA);0.746;0.822;0.673;0.751
Petrópolis (RJ);0.745;0.847;0.639;0.763
Nova Friburgo (RJ);0.745;0.846;0.645;0.758
Bozano (RS);0.745;0.853;0.628;0.773
Miguel Pereira (RJ);0.745;0.828;0.675;0.74
Três Ranchos (GO);0.745;0.849;0.672;0.724
Iacanga (SP);0.745;0.851;0.675;0.721
Floraí (PR);0.745;0.853;0.656;0.739
Junqueirópolis (SP);0.745;0.86;0.662;0.727
Rafard (SP);0.745;0.823;0.696;0.722
Américo de Campos (SP);0.745;0.817;0.708;0.715
Águas de Lindóia (SP);0.745;0.846;0.675;0.725
Campo Largo (PR);0.745;0.854;0.664;0.73
Mairipotaba (GO);0.745;0.854;0.648;0.748
Agudos (SP);0.745;0.845;0.694;0.705
Campo Bom (RS);0.745;0.852;0.643;0.755
Águas Frias (SC);0.745;0.86;0.661;0.728
Urupês (SP);0.745;0.817;0.683;0.741
Itanhaém (SP);0.745;0.823;0.701;0.716
Echaporã (SP);0.745;0.834;0.69;0.719
Perdões (MG);0.744;0.878;0.661;0.71
Leme (SP);0.744;0.851;0.665;0.729
Formosa (GO);0.744;0.852;0.666;0.726
Coronel Barros (RS);0.744;0.852;0.61;0.793
Pires do Rio (GO);0.744;0.88;0.65;0.719
Santa Helena (PR);0.744;0.823;0.678;0.738
Três Corações (MG);0.744;0.855;0.66;0.73
Campos de Júlio (MT);0.744;0.825;0.625;0.8
Poço das Antas (RS);0.744;0.877;0.634;0.742
Paracatu (MG);0.744;0.854;0.685;0.704
Vista Alegre do Alto (SP);0.744;0.84;0.676;0.726
Uruguaiana (RS);0.744;0.863;0.661;0.722
Nova Palma (RS);0.744;0.841;0.643;0.762
Dumont (SP);0.744;0.849;0.674;0.72
Sorriso (MT);0.744;0.839;0.635;0.774
Barra do Jacaré (PR);0.744;0.813;0.747;0.678
Lobato (PR);0.744;0.841;0.692;0.708
Arealva (SP);0.744;0.84;0.683;0.718
Coronel Freitas (SC);0.744;0.86;0.653;0.732
Três Lagoas (MS);0.744;0.849;0.645;0.752
Mendonça (SP);0.744;0.863;0.663;0.72
Torrinha (SP);0.744;0.852;0.658;0.734
Rio Grande (RS);0.744;0.861;0.637;0.752
São Manuel (SP);0.744;0.805;0.695;0.735
Salete (SC);0.744;0.803;0.695;0.737
Bento de Abreu (SP);0.744;0.82;0.712;0.706
Itápolis (SP);0.744;0.836;0.667;0.738
Bicas (MG);0.744;0.85;0.667;0.726
Nova Luzitânia (SP);0.743;0.808;0.719;0.705
Sobradinho (RS);0.743;0.861;0.647;0.735
Capão da Canoa (RS);0.743;0.852;0.637;0.756
Mira Estrela (SP);0.743;0.806;0.731;0.697
Penha (SC);0.743;0.867;0.64;0.739
Caxambu (MG);0.743;0.848;0.629;0.77
Iporá (GO);0.743;0.84;0.667;0.731
Descanso (SC);0.743;0.854;0.647;0.741
Guatapará (SP);0.743;0.822;0.688;0.724
Jaguariaíva (PR);0.743;0.859;0.684;0.698
Mairinque (SP);0.743;0.831;0.684;0.721
Santa Cruz da Esperança (SP);0.743;0.832;0.686;0.719
Jacarezinho (PR);0.743;0.844;0.663;0.734
São Jorge do Ivaí (PR);0.743;0.81;0.696;0.727
Matinhos (PR);0.743;0.834;0.662;0.743
Augusto Pestana (RS);0.743;0.847;0.621;0.779
Dois Irmãos (RS);0.743;0.848;0.633;0.763
Promissão (SP);0.743;0.85;0.666;0.724
Marema (SC);0.743;0.862;0.636;0.748
Macaubal (SP);0.743;0.844;0.676;0.72
Lindóia do Sul (SC);0.743;0.865;0.636;0.747
Imigrante (RS);0.743;0.844;0.635;0.764
Jussara (GO);0.743;0.842;0.635;0.768
Morro Reuter (RS);0.743;0.858;0.653;0.733
Irani (SC);0.742;0.847;0.675;0.715
Cunha Porã (SC);0.742;0.804;0.682;0.744
Bocaina (SP);0.742;0.84;0.656;0.741
Ascurra (SC);0.742;0.868;0.636;0.739
Lindóia (SP);0.742;0.864;0.654;0.722
Dona Emma (SC);0.742;0.862;0.622;0.762
São Martinho (SC);0.742;0.83;0.654;0.754
Cachoeira do Sul (RS);0.742;0.854;0.648;0.739
Lourdes (SP);0.742;0.816;0.717;0.697
Chapadão do Céu (GO);0.742;0.837;0.652;0.748
Vila Flores (RS);0.742;0.867;0.65;0.725
Tio Hugo (RS);0.742;0.845;0.682;0.709
Barro Alto (GO);0.742;0.854;0.682;0.701
Bom Sucesso do Sul (PR);0.742;0.836;0.695;0.704
Itapecerica da Serra (SP);0.742;0.852;0.687;0.699
Dolcinópolis (SP);0.742;0.825;0.709;0.699
Cafelândia (SP);0.742;0.867;0.661;0.714
Pedranópolis (SP);0.742;0.854;0.684;0.698
Campos Novos (SC);0.742;0.861;0.658;0.721
Vazante (MG);0.742;0.866;0.666;0.707
Quatro Barras (PR);0.742;0.831;0.665;0.74
Silveira Martins (RS);0.742;0.852;0.644;0.744
Mariana (MG);0.742;0.874;0.664;0.705
Nova Ramada (RS);0.742;0.847;0.642;0.752
Cotiporã (RS);0.741;0.835;0.636;0.767
Dirce Reis (SP);0.741;0.842;0.704;0.686
Nova Roma do Sul (RS);0.741;0.851;0.602;0.794
Miguelópolis (SP);0.741;0.863;0.661;0.712
Santos Dumont (MG);0.741;0.847;0.697;0.688
João Ramalho (SP);0.741;0.818;0.71;0.701
Alfredo Marcondes (SP);0.741;0.84;0.71;0.682
Pejuçara (RS);0.741;0.867;0.648;0.724
Carneirinho (MG);0.741;0.873;0.622;0.749
Anhumas (SP);0.741;0.845;0.706;0.683
Motuca (SP);0.741;0.859;0.691;0.685
São Luiz Gonzaga (RS);0.741;0.855;0.664;0.718
Cachoeira da Prata (MG);0.741;0.834;0.707;0.689
Ouro Preto (MG);0.741;0.834;0.677;0.721
Agronômica (SC);0.741;0.884;0.595;0.774
Bambuí (MG);0.741;0.87;0.636;0.735
Jumirim (SP);0.741;0.863;0.655;0.721
Içara (SC);0.741;0.861;0.645;0.732
Guaraí (TO);0.741;0.839;0.67;0.724
Monte Castelo (SP);0.741;0.814;0.709;0.706
Teodoro Sampaio (SP);0.741;0.856;0.679;0.699
União da Vitória (PR);0.74;0.837;0.68;0.713
Mercedes (PR);0.74;0.843;0.68;0.708
Quirinópolis (GO);0.74;0.863;0.642;0.732
Araucária (PR);0.74;0.852;0.639;0.743
Brotas (SP);0.74;0.815;0.688;0.724
Sabáudia (PR);0.74;0.843;0.676;0.71
Lagoa Santa (GO);0.74;0.868;0.638;0.733
Macedônia (SP);0.74;0.852;0.675;0.705
Rifaina (SP);0.74;0.824;0.69;0.713
Nova Alvorada (RS);0.74;0.838;0.634;0.763
Tiradentes (MG);0.74;0.885;0.619;0.741
Santa Clara do Sul (RS);0.74;0.843;0.644;0.747
Benedito Novo (SC);0.74;0.868;0.645;0.723
Santópolis do Aguapeí (SP);0.74;0.83;0.719;0.68
Chopinzinho (PR);0.74;0.817;0.671;0.74
Bagé (RS);0.74;0.848;0.647;0.739
Estiva Gerbi (SP);0.74;0.815;0.695;0.716
Almirante Tamandaré do Sul (RS);0.74;0.828;0.669;0.732
Arroio do Sal (RS);0.74;0.844;0.649;0.74
São João Batista (SC);0.74;0.865;0.634;0.739
Estrela do Norte (SP);0.74;0.818;0.714;0.693
Ibirá (SP);0.74;0.841;0.65;0.741
Anta Gorda (RS);0.74;0.868;0.63;0.742
Alegrete (RS);0.74;0.849;0.664;0.72
Muzambinho (MG);0.74;0.859;0.652;0.723
Turvo (SC);0.74;0.867;0.631;0.742
Porto Nacional (TO);0.74;0.826;0.701;0.699
Delfinópolis (MG);0.74;0.872;0.661;0.702
Salvador do Sul (RS);0.74;0.843;0.641;0.75
Otacílio Costa (SC);0.74;0.835;0.681;0.713
Aramina (SP);0.74;0.856;0.656;0.723
Itanhandu (MG);0.739;0.871;0.643;0.72
Piracaia (SP);0.739;0.851;0.625;0.758
Manduri (SP);0.739;0.818;0.675;0.73
Santo Inácio (PR);0.739;0.843;0.641;0.746
Edéia (GO);0.739;0.826;0.648;0.755
Ubiratã (PR);0.739;0.854;0.669;0.706
Pederneiras (SP);0.739;0.812;0.673;0.738
Carlos Gomes (RS);0.739;0.886;0.622;0.732
São Leopoldo (RS);0.739;0.861;0.612;0.766
São José da Barra (MG);0.739;0.876;0.637;0.722
São Pedro da Serra (RS);0.739;0.851;0.634;0.748
Nova Granada (SP);0.739;0.818;0.68;0.727
Vista Alegre (RS);0.739;0.842;0.631;0.76
Serra (ES);0.739;0.844;0.664;0.72
Ituiutaba (MG);0.739;0.84;0.644;0.745
Santo Augusto (RS);0.739;0.84;0.637;0.753
Viradouro (SP);0.739;0.823;0.683;0.717
Bom Retiro do Sul (RS);0.739;0.857;0.649;0.725
São Gonçalo (RJ);0.739;0.833;0.681;0.711
Taquaruçu do Sul (RS);0.739;0.83;0.633;0.768
Santa Mercedes (SP);0.739;0.847;0.699;0.683
Catuípe (RS);0.739;0.842;0.627;0.763
Rolândia (PR);0.739;0.821;0.661;0.744
Guaiçara (SP);0.739;0.853;0.679;0.697
Biguaçu (SC);0.739;0.836;0.659;0.733
São Sebastião do Caí (RS);0.739;0.852;0.646;0.734
Pelotas (RS);0.739;0.844;0.632;0.758
Ibiaçá (RS);0.739;0.888;0.593;0.766
Pontal do Paraná (PR);0.738;0.831;0.655;0.737
Santa Terezinha de Itaipu (PR);0.738;0.814;0.689;0.716
Nova Aliança (SP);0.738;0.826;0.684;0.71
Cabreúva (SP);0.738;0.828;0.678;0.717
Barra Velha (SC);0.738;0.857;0.639;0.735
Gaurama (RS);0.738;0.852;0.643;0.733
Lagoa Vermelha (RS);0.738;0.885;0.62;0.734
Porecatu (PR);0.738;0.834;0.661;0.728
Campina das Missões (RS);0.738;0.849;0.677;0.698
Humaitá (RS);0.738;0.837;0.657;0.732
Rio Negrinho (SC);0.738;0.848;0.668;0.71
Ilhota (SC);0.738;0.883;0.607;0.75
Onda Verde (SP);0.738;0.863;0.671;0.693
Corbélia (PR);0.738;0.807;0.683;0.728
Santo Cristo (RS);0.738;0.82;0.656;0.746
Santa Ernestina (SP);0.738;0.802;0.699;0.716
São João do Itaperiú (SC);0.738;0.873;0.645;0.714
Valença (RJ);0.738;0.848;0.666;0.713
Quatá (SP);0.738;0.814;0.7;0.706
Ipumirim (SC);0.738;0.853;0.631;0.747
Meleiro (SC);0.738;0.808;0.679;0.734
Itaipulândia (PR);0.738;0.848;0.608;0.779
Mirassolândia (SP);0.738;0.829;0.69;0.704
Ferraz de Vasconcelos (SP);0.738;0.828;0.703;0.691
Morro da Fumaça (SC);0.738;0.825;0.665;0.732
Dourado (SP);0.738;0.811;0.689;0.718
Santa Isabel (SP);0.738;0.834;0.689;0.7
Itatiaia (RJ);0.737;0.836;0.652;0.735
Guaraci (SP);0.737;0.84;0.682;0.698
Guarani das Missões (RS);0.737;0.863;0.665;0.698
Braúna (SP);0.737;0.83;0.664;0.725
Uruaçu (GO);0.737;0.86;0.628;0.74
Parapuã (SP);0.737;0.83;0.696;0.693
Cumari (GO);0.737;0.819;0.657;0.744
Manaus (AM);0.737;0.826;0.658;0.738
Tangará (SC);0.737;0.867;0.617;0.748
Cubatão (SP);0.737;0.821;0.681;0.716
Palmitos (SC);0.737;0.836;0.632;0.757
Roseira (SP);0.737;0.823;0.704;0.691
Vargem Grande do Sul (SP);0.737;0.863;0.643;0.721
Vera Cruz (RS);0.737;0.842;0.643;0.738
Ribeirão Vermelho (MG);0.737;0.85;0.675;0.699
Pindorama (SP);0.737;0.842;0.654;0.726
Ibirama (SC);0.737;0.848;0.63;0.749
Mesquita (RJ);0.737;0.839;0.678;0.704
Luiz Alves (SC);0.737;0.87;0.6;0.766
Santa Gertrudes (SP);0.737;0.847;0.654;0.723
Santa Lúcia (SP);0.737;0.818;0.703;0.696
Anápolis (GO);0.737;0.822;0.66;0.737
Presidente Nereu (SC);0.737;0.861;0.609;0.765
Piumhi (MG);0.737;0.878;0.625;0.729
Palmeira das Missões (RS);0.737;0.831;0.667;0.722
Vale Real (RS);0.737;0.85;0.636;0.739
Charqueada (SP);0.736;0.82;0.675;0.72
Gravataí (RS);0.736;0.862;0.636;0.727
Turmalina (SP);0.736;0.817;0.675;0.724
Sanclerlândia (GO);0.736;0.832;0.662;0.725
São Borja (RS);0.736;0.86;0.643;0.72
Camargo (RS);0.736;0.854;0.612;0.762
Atalaia (PR);0.736;0.854;0.66;0.707
Floresta (PR);0.736;0.816;0.691;0.707
Mendes (RJ);0.736;0.806;0.7;0.707
Conchas (SP);0.736;0.837;0.658;0.725
Iepê (SP);0.736;0.814;0.7;0.7
Ipira (SC);0.736;0.838;0.657;0.724
Grão Pará (SC);0.736;0.846;0.63;0.749
São Gotardo (MG);0.736;0.855;0.632;0.739
Maracaju (MS);0.736;0.873;0.613;0.744
Navegantes (SC);0.736;0.873;0.624;0.731
Pereiras (SP);0.736;0.873;0.637;0.717
Porto Velho (RO);0.736;0.819;0.638;0.764
Unaí (MG);0.736;0.847;0.651;0.723
Pariquera-Açu (SP);0.736;0.862;0.678;0.682
Nova Itaberaba (SC);0.736;0.876;0.605;0.753
Bom Jesus da Penha (MG);0.735;0.862;0.662;0.696
Santa Rita do Trivelato (MT);0.735;0.852;0.632;0.738
Nova Independência (SP);0.735;0.827;0.711;0.675
Valentim Gentil (SP);0.735;0.81;0.692;0.708
Presidente Alves (SP);0.735;0.811;0.689;0.711
Porto Rico (PR);0.735;0.846;0.68;0.691
Santa Branca (SP);0.735;0.828;0.678;0.706
Itapevi (SP);0.735;0.855;0.677;0.687
Lauro Muller (SC);0.735;0.822;0.677;0.714
Embu (SP);0.735;0.839;0.676;0.7
Olinda (PE);0.735;0.836;0.675;0.704
Marialva (PR);0.735;0.814;0.666;0.733
Tabapuã (SP);0.735;0.82;0.666;0.726
Aspásia (SP);0.735;0.864;0.657;0.699
São Mateus (ES);0.735;0.843;0.655;0.719
Jaciara (MT);0.735;0.833;0.655;0.728
Nova Esperança do Sul (RS);0.735;0.848;0.647;0.723
Caçador (SC);0.735;0.878;0.62;0.728
Buritizal (SP);0.735;0.83;0.643;0.743
Cabo Frio (RJ);0.735;0.836;0.64;0.743
Jardinópolis (SP);0.735;0.853;0.64;0.728
Xangri-Lá (RS);0.735;0.852;0.63;0.74
Glicério (SP);0.735;0.858;0.63;0.735
Alto Feliz (RS);0.734;0.886;0.603;0.74
Pontal do Araguaia (MT);0.734;0.816;0.702;0.691
Sarzedo (MG);0.734;0.871;0.643;0.706
Bom Jesus do Norte (ES);0.734;0.854;0.673;0.689
São Pedro de Alcântara (SC);0.734;0.846;0.618;0.757
Divinolândia (SP);0.734;0.85;0.645;0.72
Barra do Guarita (RS);0.734;0.845;0.672;0.696
Andradas (MG);0.734;0.878;0.617;0.731
Cássia dos Coqueiros (SP);0.734;0.864;0.673;0.68
Morrinhos (GO);0.734;0.862;0.621;0.739
Barroso (MG);0.734;0.864;0.678;0.675
Muriaé (MG);0.734;0.853;0.634;0.731
Cristais Paulista (SP);0.734;0.802;0.682;0.723
Rincão (SP);0.734;0.826;0.682;0.701
Campo Novo do Parecis (MT);0.734;0.819;0.649;0.745
Cambé (PR);0.734;0.84;0.651;0.724
Bernardino de Campos (SP);0.734;0.838;0.662;0.713
Cajobi (SP);0.734;0.822;0.674;0.714
Telêmaco Borba (PR);0.734;0.828;0.657;0.726
Várzea Grande (MT);0.734;0.842;0.661;0.711
Renascença (PR);0.733;0.838;0.63;0.746
Montividiu (GO);0.733;0.827;0.644;0.738
Jarinu (SP);0.733;0.826;0.659;0.723
Taquari (RS);0.733;0.849;0.629;0.737
Iacri (SP);0.733;0.857;0.655;0.701
Triunfo (RS);0.733;0.873;0.629;0.717
Lucianópolis (SP);0.733;0.809;0.662;0.736
Colombo (PR);0.733;0.87;0.632;0.715
Bananal (SP);0.733;0.872;0.653;0.693
Macapá (AP);0.733;0.82;0.663;0.723
Aurora (SC);0.733;0.87;0.606;0.748
Ariranha (SP);0.733;0.813;0.663;0.73
Santa Clara D'Oeste (SP);0.733;0.804;0.687;0.712
Barra do Piraí (RJ);0.733;0.819;0.665;0.723
Pradópolis (SP);0.733;0.822;0.65;0.738
Protásio Alves (RS);0.733;0.839;0.609;0.771
Monte Mor (SP);0.733;0.863;0.639;0.713
Carmo do Rio Claro (MG);0.733;0.85;0.649;0.715
Caldas Novas (GO);0.733;0.832;0.64;0.739
Atalanta (SC);0.733;0.802;0.668;0.736
Arabutã (SC);0.733;0.863;0.614;0.744
Nova Aurora (PR);0.733;0.844;0.642;0.726
Arraial do Cabo (RJ);0.733;0.805;0.677;0.722
União da Serra (RS);0.733;0.852;0.587;0.786
Gentil (RS);0.733;0.863;0.643;0.71
Céu Azul (PR);0.732;0.812;0.659;0.732
Paulista (PE);0.732;0.83;0.703;0.673
São Jorge (RS);0.732;0.846;0.617;0.75
Flórida (PR);0.732;0.816;0.679;0.707
Pontes Gestal (SP);0.732;0.805;0.69;0.705
Salesópolis (SP);0.732;0.829;0.69;0.687
Urutaí (GO);0.732;0.841;0.666;0.7
Itapeva (SP);0.732;0.803;0.697;0.702
Firminópolis (GO);0.732;0.838;0.688;0.681
Extrema (MG);0.732;0.849;0.633;0.729
Quintana (SP);0.732;0.811;0.703;0.689
Rodeio Bonito (RS);0.732;0.842;0.636;0.733
Bom Jesus do Itabapoana (RJ);0.732;0.819;0.662;0.723
Chiapetta (RS);0.732;0.85;0.657;0.702
Aragarças (GO);0.732;0.83;0.68;0.694
Palestina (SP);0.732;0.848;0.645;0.717
Piacatu (SP);0.732;0.843;0.684;0.681
Paranapuã (SP);0.732;0.842;0.655;0.712
Santo Expedito (SP);0.732;0.828;0.714;0.664
Jaborá (SC);0.732;0.801;0.657;0.746
Sacramento (MG);0.732;0.871;0.619;0.726
Engenheiro Coelho (SP);0.732;0.815;0.668;0.72
Pedro Afonso (TO);0.732;0.846;0.664;0.699
Guarani D'Oeste (SP);0.732;0.806;0.714;0.682
Lagoa da Prata (MG);0.732;0.832;0.655;0.72
Fartura (SP);0.732;0.867;0.648;0.699
Santo Expedito do Sul (RS);0.732;0.853;0.677;0.679
Sapezal (MT);0.732;0.836;0.62;0.758
Goioerê (PR);0.731;0.85;0.639;0.72
Castilho (SP);0.731;0.827;0.686;0.688
Guarapuava (PR);0.731;0.853;0.628;0.73
Vilhena (RO);0.731;0.808;0.659;0.734
São José do Cedro (SC);0.731;0.83;0.625;0.753
Meridiano (SP);0.731;0.817;0.667;0.717
Relvado (RS);0.731;0.868;0.588;0.765
Tambaú (SP);0.731;0.858;0.624;0.729
Soledade (RS);0.731;0.861;0.625;0.727
Rio Quente (GO);0.731;0.878;0.629;0.707
Fraiburgo (SC);0.731;0.86;0.637;0.712
Nova Santa Rosa (PR);0.731;0.809;0.66;0.732
Franco da Rocha (SP);0.731;0.852;0.654;0.702
Marinópolis (SP);0.731;0.825;0.694;0.681
Luís Antônio (SP);0.731;0.822;0.671;0.709
Guararema (SP);0.731;0.817;0.656;0.729
Sabará (MG);0.731;0.833;0.67;0.699
Imperatriz (MA);0.731;0.803;0.698;0.697
São Bonifácio (SC);0.731;0.86;0.622;0.729
Três Pontas (MG);0.731;0.85;0.643;0.714
Tamboara (PR);0.731;0.852;0.674;0.679
Guarapari (ES);0.731;0.837;0.626;0.746
Pirapora (MG);0.731;0.828;0.68;0.693
São Luís de Montes Belos (GO);0.731;0.809;0.67;0.721
Boa Vista do Incra (RS);0.731;0.867;0.641;0.703
Itapejara D'Oeste (PR);0.731;0.828;0.661;0.713
Grupiara (MG);0.731;0.844;0.682;0.679
Matozinhos (MG);0.731;0.864;0.654;0.69
Frutal (MG);0.73;0.865;0.615;0.73
Bertioga (SP);0.73;0.817;0.654;0.727
Teresópolis (RJ);0.73;0.855;0.605;0.752
Anchieta (ES);0.73;0.856;0.654;0.696
Ivaiporã (PR);0.73;0.827;0.661;0.711
Raposos (MG);0.73;0.832;0.661;0.706
Sagres (SP);0.73;0.83;0.677;0.692
Óleo (SP);0.73;0.858;0.637;0.713
Itabirito (MG);0.73;0.828;0.638;0.737
Guaíba (RS);0.73;0.833;0.639;0.732
Guarujá do Sul (SC);0.73;0.833;0.639;0.732
Palmelo (GO);0.73;0.804;0.659;0.734
Engenheiro Beltrão (PR);0.73;0.82;0.677;0.701
Caçu (GO);0.73;0.84;0.599;0.774
Itajobi (SP);0.73;0.832;0.644;0.727
Itaperuna (RJ);0.73;0.837;0.649;0.716
Ipiguá (SP);0.73;0.839;0.666;0.696
Natividade (RJ);0.73;0.806;0.683;0.707
Tupãssi (PR);0.73;0.83;0.649;0.721
Mineiros do Tietê (SP);0.73;0.823;0.658;0.719
Borda da Mata (MG);0.73;0.865;0.64;0.703
Colorado (PR);0.73;0.804;0.649;0.747
Ilópolis (RS);0.73;0.866;0.595;0.756
Casa Branca (SP);0.73;0.835;0.64;0.727
Embaúba (SP);0.73;0.84;0.641;0.723
Adolfo (SP);0.73;0.844;0.648;0.71
Patrocínio Paulista (SP);0.73;0.826;0.678;0.696
Altinópolis (SP);0.73;0.843;0.635;0.726
Mariano Moro (RS);0.73;0.843;0.604;0.763
Borborema (SP);0.73;0.831;0.658;0.71
Quilombo (SC);0.73;0.832;0.656;0.712
Salto de Pirapora (SP);0.729;0.834;0.665;0.699
Serrana (SP);0.729;0.835;0.65;0.713
São Gabriel do Oeste (MS);0.729;0.85;0.608;0.751
Iconha (ES);0.729;0.83;0.658;0.709
Rio Bom (PR);0.729;0.848;0.681;0.672
Assis Chateaubriand (PR);0.729;0.857;0.633;0.713
Cidreira (RS);0.729;0.848;0.625;0.73
Pratápolis (MG);0.729;0.862;0.639;0.703
Tangará da Serra (MT);0.729;0.825;0.626;0.749
